transaction_id,timestamp,sender_msisdn,receiver_msisdn,amount,currency,transaction_type,operator,status,region,fee,transaction_type_label,txn_date,txn_hour,txn_day_of_week,txn_month,txn_quarter,is_weekend,amount_bucket,is_high_value,time_since_last_txn_sec,is_rapid_succession,total_debit
TXN00009166,2024-01-07 08:45:00,0244920896,0554445375,317.8,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,3.7,Peer to Peer Transfer,2024-01-07,8,Sunday,1,1,True,Medium (200-500),False,,False,321.5
TXN00008497,2024-01-06 21:36:00,0244921436,0554944005,224.29,GHS,MBP,AIRTELTIGO,SUCCESS,GREATER ACCRA,2.04,Merchant Bill Payment,2024-01-06,21,Saturday,1,1,True,Medium (200-500),False,,False,226.33
TXN00009607,2024-01-07 16:06:00,0244921995,0553917440,239.03,GHS,P2P,MTN,SUCCESS,WESTERN,2.27,Peer to Peer Transfer,2024-01-07,16,Sunday,1,1,True,Medium (200-500),False,,False,241.3
TXN00002958,2024-01-03 01:17:00,0244922593,0558117189,328.5,GHS,INTL,MTN,SUCCESS,ASHANTI,4.92,International Transfer,2024-01-03,1,Wednesday,1,1,False,Medium (200-500),False,,False,333.42
TXN00002084,2024-01-02 10:43:00,0244922903,0553247015,220.97,GHS,DEP,AIRTELTIGO,SUCCESS,NORTHERN,2.03,Deposit,2024-01-02,10,Tuesday,1,1,False,Medium (200-500),False,,False,223.0
TXN00000536,2024-01-01 08:55:00,0244923978,0553798722,59.22,GHS,P2P,VODAFONE,FAILED,ASHANTI,0.42,Peer to Peer Transfer,2024-01-01,8,Monday,1,1,False,Small (50-200),False,,False,59.64
TXN00006889,2024-01-05 18:48:00,0244924021,0554055363,13.44,GHS,P2P,VODAFONE,SUCCESS,WESTERN,0.15,Peer to Peer Transfer,2024-01-05,18,Friday,1,1,False,Micro (<50),False,,False,13.59
TXN00000754,2024-01-01 12:33:00,0244924566,0559598960,32.92,GHS,WDR,VODAFONE,SUCCESS,GREATER ACCRA,0.3,Withdrawal,2024-01-01,12,Monday,1,1,False,Micro (<50),False,,False,33.22
TXN00007507,2024-01-06 05:06:00,0244927178,0555626561,25.77,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.19,Peer to Peer Transfer,2024-01-06,5,Saturday,1,1,True,Micro (<50),False,,False,25.96
TXN00007244,2024-01-06 00:43:00,0244928056,0553028693,12.04,GHS,P2P,VODAFONE,SUCCESS,WESTERN,0.17,Peer to Peer Transfer,2024-01-06,0,Saturday,1,1,True,Micro (<50),False,,False,12.21
TXN00002044,2024-01-02 10:03:00,0244928222,0552909032,23.21,GHS,P2P,VODAFONE,SUCCESS,BRONG-AHAFO,0.22,Peer to Peer Transfer,2024-01-02,10,Tuesday,1,1,False,Micro (<50),False,,False,23.43
TXN00008649,2024-01-07 00:08:00,0244928524,0558456366,2872.07,GHS,P2P,VODAFONE,SUCCESS,ASHANTI,25.96,Peer to Peer Transfer,2024-01-07,0,Sunday,1,1,True,High Value (1k+),True,,False,2898.03
TXN00001188,2024-01-01 19:47:00,0244928872,0551345963,33.69,GHS,P2P,MTN,SUCCESS,EASTERN,0.25,Peer to Peer Transfer,2024-01-01,19,Monday,1,1,False,Micro (<50),False,,False,33.94
TXN00004686,2024-01-04 06:05:00,0244929440,0552145262,9.24,GHS,INTL,MTN,SUCCESS,EASTERN,0.09,International Transfer,2024-01-04,6,Thursday,1,1,False,Micro (<50),False,,False,9.33
TXN00002904,2024-01-03 00:23:00,0244931596,0553575557,42.54,GHS,P2P,MTN,SUCCESS,EASTERN,0.3,Peer to Peer Transfer,2024-01-03,0,Wednesday,1,1,False,Micro (<50),False,,False,42.84
TXN00006458,2024-01-05 11:37:00,0244932281,0556702912,37.92,GHS,P2P,MTN,SUCCESS,EASTERN,0.47,Peer to Peer Transfer,2024-01-05,11,Friday,1,1,False,Micro (<50),False,,False,38.39
TXN00000773,2024-01-01 12:52:00,0244932666,0552900378,22.25,GHS,MBP,MTN,SUCCESS,EASTERN,0.28,Merchant Bill Payment,2024-01-01,12,Monday,1,1,False,Micro (<50),False,,False,22.53
TXN00005361,2024-01-04 17:20:00,0244934806,0550462067,276.13,GHS,DEP,MTN,FAILED,BRONG-AHAFO,2.79,Deposit,2024-01-04,17,Thursday,1,1,False,Medium (200-500),False,,False,278.92
TXN00000967,2024-01-01 16:06:00,0244935564,0554466711,154.83,GHS,MBP,AIRTELTIGO,SUCCESS,WESTERN,1.88,Merchant Bill Payment,2024-01-01,16,Monday,1,1,False,Small (50-200),False,,False,156.71
TXN00004933,2024-01-04 10:12:00,0244935716,0555558119,226.79,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,2.11,Withdrawal,2024-01-04,10,Thursday,1,1,False,Medium (200-500),False,,False,228.9
TXN00000694,2024-01-01 11:33:00,0244935863,0557675193,10.46,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.06,Peer to Peer Transfer,2024-01-01,11,Monday,1,1,False,Micro (<50),False,,False,10.52
TXN00002532,2024-01-02 18:11:00,0244936291,0558112372,90.39,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.89,Withdrawal,2024-01-02,18,Tuesday,1,1,False,Small (50-200),False,,False,91.28
TXN00004903,2024-01-04 09:42:00,0244939863,0551520794,4.77,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.05,Peer to Peer Transfer,2024-01-04,9,Thursday,1,1,False,Micro (<50),False,,False,4.82
TXN00001485,2024-01-02 00:44:00,0244941250,0553919356,9.11,GHS,MBP,VODAFONE,FAILED,BRONG-AHAFO,0.06,Merchant Bill Payment,2024-01-02,0,Tuesday,1,1,False,Micro (<50),False,,False,9.17
TXN00002253,2024-01-02 13:32:00,0244942316,0552840367,325.85,GHS,MBP,VODAFONE,SUCCESS,WESTERN,3.52,Merchant Bill Payment,2024-01-02,13,Tuesday,1,1,False,Medium (200-500),False,,False,329.37
TXN00004896,2024-01-04 09:35:00,0244943865,0552043471,4.36,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.03,Merchant Bill Payment,2024-01-04,9,Thursday,1,1,False,Micro (<50),False,,False,4.39
TXN00009527,2024-01-07 14:46:00,0244946487,0558804439,4694.96,GHS,P2P,VODAFONE,SUCCESS,ASHANTI,24.84,Peer to Peer Transfer,2024-01-07,14,Sunday,1,1,True,High Value (1k+),True,,False,4719.8
TXN00009989,2024-01-07 22:28:00,0244948887,0555172552,12.6,GHS,AIRTIME,AIRTELTIGO,SUCCESS,ASHANTI,0.09,Airtime Top-Up,2024-01-07,22,Sunday,1,1,True,Micro (<50),False,,False,12.69
TXN00002749,2024-01-02 21:48:00,0244950310,0553096498,215.43,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,2.66,Peer to Peer Transfer,2024-01-02,21,Tuesday,1,1,False,Medium (200-500),False,,False,218.09
TXN00009915,2024-01-07 21:14:00,0244952320,0558736474,5.2,GHS,P2P,AIRTELTIGO,PENDING,GREATER ACCRA,0.04,Peer to Peer Transfer,2024-01-07,21,Sunday,1,1,True,Micro (<50),False,,False,5.24
TXN00009851,2024-01-07 20:10:00,0244953138,0552124894,379.88,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,4.76,Peer to Peer Transfer,2024-01-07,20,Sunday,1,1,True,Medium (200-500),False,,False,384.64
TXN00009642,2024-01-07 16:41:00,0244953908,0555015431,44.73,GHS,WDR,MTN,SUCCESS,ASHANTI,0.47,Withdrawal,2024-01-07,16,Sunday,1,1,True,Micro (<50),False,,False,45.2
TXN00002096,2024-01-02 10:55:00,0244954815,0552873430,289.19,GHS,P2P,MTN,SUCCESS,BRONG-AHAFO,4.05,Peer to Peer Transfer,2024-01-02,10,Tuesday,1,1,False,Medium (200-500),False,,False,293.24
TXN00007484,2024-01-06 04:43:00,0244954859,0551866069,8.29,GHS,P2P,AIRTELTIGO,SUCCESS,WESTERN,0.06,Peer to Peer Transfer,2024-01-06,4,Saturday,1,1,True,Micro (<50),False,,False,8.35
TXN00000805,2024-01-01 13:24:00,0244955386,0550255455,49.33,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.69,Merchant Bill Payment,2024-01-01,13,Monday,1,1,False,Micro (<50),False,,False,50.02
TXN00002381,2024-01-02 15:40:00,0244956122,0557713908,364.85,GHS,P2P,MTN,SUCCESS,NORTHERN,4.19,Peer to Peer Transfer,2024-01-02,15,Tuesday,1,1,False,Medium (200-500),False,,False,369.04
TXN00007823,2024-01-06 10:22:00,0244956641,0554942650,34.16,GHS,P2P,VODAFONE,REVERSED,EASTERN,0.23,Peer to Peer Transfer,2024-01-06,10,Saturday,1,1,True,Micro (<50),False,,False,34.39
TXN00003211,2024-01-03 05:30:00,0244958731,0553302825,34.08,GHS,WDR,VODAFONE,SUCCESS,ASHANTI,0.38,Withdrawal,2024-01-03,5,Wednesday,1,1,False,Micro (<50),False,,False,34.46
TXN00006627,2024-01-05 14:26:00,0244958786,0557624958,2713.04,GHS,P2P,AIRTELTIGO,FAILED,WESTERN,22.67,Peer to Peer Transfer,2024-01-05,14,Friday,1,1,False,High Value (1k+),True,,False,2735.71
TXN00004078,2024-01-03 19:57:00,0244960180,0557869576,6.92,GHS,MBP,VODAFONE,SUCCESS,ASHANTI,0.08,Merchant Bill Payment,2024-01-03,19,Wednesday,1,1,False,Micro (<50),False,,False,7.0
TXN00000583,2024-01-01 09:42:00,0244960455,0556271981,24.14,GHS,DEP,MTN,FAILED,EASTERN,0.2,Deposit,2024-01-01,9,Monday,1,1,False,Micro (<50),False,,False,24.34
TXN00004268,2024-01-03 23:07:00,0244960700,0557292016,3.98,GHS,AIRTIME,MTN,SUCCESS,BRONG-AHAFO,0.05,Airtime Top-Up,2024-01-03,23,Wednesday,1,1,False,Micro (<50),False,,False,4.03
TXN00004891,2024-01-04 09:30:00,0244961714,0555517921,34.54,GHS,MBP,MTN,SUCCESS,ASHANTI,0.51,Merchant Bill Payment,2024-01-04,9,Thursday,1,1,False,Micro (<50),False,,False,35.05
TXN00006498,2024-01-05 12:17:00,0244962172,0552234887,7.01,GHS,INTL,VODAFONE,SUCCESS,GREATER ACCRA,0.09,International Transfer,2024-01-05,12,Friday,1,1,False,Micro (<50),False,,False,7.1
TXN00009458,2024-01-07 13:37:00,0244962726,0559540917,3579.34,GHS,AIRTIME,VODAFONE,SUCCESS,ASHANTI,48.81,Airtime Top-Up,2024-01-07,13,Sunday,1,1,True,High Value (1k+),True,,False,3628.15
TXN00009129,2024-01-07 08:08:00,0244963763,0556219108,317.11,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,2.66,Merchant Bill Payment,2024-01-07,8,Sunday,1,1,True,Medium (200-500),False,,False,319.77
TXN00006811,2024-01-05 17:30:00,0244964011,0558082657,359.37,GHS,INTL,AIRTELTIGO,SUCCESS,GREATER ACCRA,3.37,International Transfer,2024-01-05,17,Friday,1,1,False,Medium (200-500),False,,False,362.74
TXN00008308,2024-01-06 18:27:00,0244964510,0559841389,36.64,GHS,INTL,MTN,SUCCESS,WESTERN,0.39,International Transfer,2024-01-06,18,Saturday,1,1,True,Micro (<50),False,,False,37.03
TXN00000534,2024-01-01 08:53:00,0244965905,0554770941,3.65,GHS,P2P,MTN,SUCCESS,ASHANTI,0.03,Peer to Peer Transfer,2024-01-01,8,Monday,1,1,False,Micro (<50),False,,False,3.68
TXN00002483,2024-01-02 17:22:00,0244968089,0555680630,3681.05,GHS,WDR,MTN,SUCCESS,ASHANTI,46.15,Withdrawal,2024-01-02,17,Tuesday,1,1,False,High Value (1k+),True,,False,3727.2
TXN00002070,2024-01-02 10:29:00,0244968241,0553845649,16.83,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.11,Deposit,2024-01-02,10,Tuesday,1,1,False,Micro (<50),False,,False,16.94
TXN00000233,2024-01-01 03:52:00,0244970930,0554902614,43.17,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.43,Peer to Peer Transfer,2024-01-01,3,Monday,1,1,False,Micro (<50),False,,False,43.6
TXN00005580,2024-01-04 20:59:00,0244971194,0558868112,37.81,GHS,P2P,MTN,SUCCESS,EASTERN,0.2,Peer to Peer Transfer,2024-01-04,20,Thursday,1,1,False,Micro (<50),False,,False,38.01
TXN00000774,2024-01-01 12:53:00,0244971305,0557516014,10.91,GHS,P2P,VODAFONE,SUCCESS,WESTERN,0.16,Peer to Peer Transfer,2024-01-01,12,Monday,1,1,False,Micro (<50),False,,False,11.07
TXN00000777,2024-01-01 12:56:00,0244971606,0559074934,15.75,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.13,Deposit,2024-01-01,12,Monday,1,1,False,Micro (<50),False,,False,15.88
TXN00003502,2024-01-03 10:21:00,0244971989,0558094776,1079.31,GHS,P2P,VODAFONE,SUCCESS,WESTERN,7.51,Peer to Peer Transfer,2024-01-03,10,Wednesday,1,1,False,High Value (1k+),False,,False,1086.82
TXN00007616,2024-01-06 06:55:00,0244972044,0559442226,19.1,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.25,Peer to Peer Transfer,2024-01-06,6,Saturday,1,1,True,Micro (<50),False,,False,19.35
TXN00001504,2024-01-02 01:03:00,0244973534,0558306904,17.7,GHS,DEP,AIRTELTIGO,SUCCESS,EASTERN,0.18,Deposit,2024-01-02,1,Tuesday,1,1,False,Micro (<50),False,,False,17.88
TXN00003535,2024-01-03 10:54:00,0244973640,0558023523,23.57,GHS,WDR,MTN,SUCCESS,BRONG-AHAFO,0.21,Withdrawal,2024-01-03,10,Wednesday,1,1,False,Micro (<50),False,,False,23.78
TXN00002284,2024-01-02 14:03:00,0244973998,0554908980,21.47,USD,WDR,MTN,SUCCESS,GREATER ACCRA,0.26,Withdrawal,2024-01-02,14,Tuesday,1,1,False,Micro (<50),False,,False,21.73
TXN00004629,2024-01-04 05:08:00,0244974015,0559667846,1987.3,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,10.86,Peer to Peer Transfer,2024-01-04,5,Thursday,1,1,False,High Value (1k+),False,,False,1998.16
TXN00000450,2024-01-01 07:29:00,0244974313,0552507062,49.69,GHS,P2P,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.56,Peer to Peer Transfer,2024-01-01,7,Monday,1,1,False,Micro (<50),False,,False,50.25
TXN00003823,2024-01-03 15:42:00,0244975717,0550448483,2956.37,GHS,MBP,MTN,SUCCESS,BRONG-AHAFO,37.27,Merchant Bill Payment,2024-01-03,15,Wednesday,1,1,False,High Value (1k+),True,,False,2993.64
TXN00006562,2024-01-05 13:21:00,0244977458,0556210139,38.4,GHS,P2P,VODAFONE,SUCCESS,EASTERN,0.55,Peer to Peer Transfer,2024-01-05,13,Friday,1,1,False,Micro (<50),False,,False,38.95
TXN00003218,2024-01-03 05:37:00,0244977636,0556204786,33.59,USD,MBP,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.22,Merchant Bill Payment,2024-01-03,5,Wednesday,1,1,False,Micro (<50),False,,False,33.81
TXN00006324,2024-01-05 09:23:00,0244977923,0552483615,38.89,GHS,MBP,MTN,SUCCESS,ASHANTI,0.31,Merchant Bill Payment,2024-01-05,9,Friday,1,1,False,Micro (<50),False,,False,39.2
TXN00006728,2024-01-05 16:07:00,0244977951,0552799682,3.34,GHS,INTL,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.04,International Transfer,2024-01-05,16,Friday,1,1,False,Micro (<50),False,,False,3.38
TXN00003189,2024-01-03 05:08:00,0244980388,0558982258,149.39,USD,MBP,AIRTELTIGO,SUCCESS,GREATER ACCRA,1.35,Merchant Bill Payment,2024-01-03,5,Wednesday,1,1,False,Small (50-200),False,,False,150.74
TXN00006909,2024-01-05 19:08:00,0244980733,0557297830,3810.71,GHS,AIRTIME,VODAFONE,FAILED,GREATER ACCRA,29.43,Airtime Top-Up,2024-01-05,19,Friday,1,1,False,High Value (1k+),True,,False,3840.14
TXN00000099,2024-01-01 01:38:00,0244981824,0559286462,12.82,GHS,MBP,MTN,SUCCESS,WESTERN,0.08,Merchant Bill Payment,2024-01-01,1,Monday,1,1,False,Micro (<50),False,,False,12.9
TXN00001498,2024-01-02 00:57:00,0244982681,0552574840,20.53,GHS,P2P,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.2,Peer to Peer Transfer,2024-01-02,0,Tuesday,1,1,False,Micro (<50),False,,False,20.73
TXN00008841,2024-01-07 03:20:00,0244983009,0550981408,47.14,GHS,P2P,MTN,SUCCESS,ASHANTI,0.44,Peer to Peer Transfer,2024-01-07,3,Sunday,1,1,True,Micro (<50),False,,False,47.58
TXN00005621,2024-01-04 21:40:00,0244983119,0556355468,21.98,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.24,Withdrawal,2024-01-04,21,Thursday,1,1,False,Micro (<50),False,,False,22.22
TXN00008411,2024-01-06 20:10:00,0244983322,0558042251,24.99,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.26,Withdrawal,2024-01-06,20,Saturday,1,1,True,Micro (<50),False,,False,25.25
TXN00000161,2024-01-01 02:40:00,0244983441,0556902457,28.12,GHS,DEP,VODAFONE,SUCCESS,WESTERN,0.38,Deposit,2024-01-01,2,Monday,1,1,False,Micro (<50),False,,False,28.5
TXN00001748,2024-01-02 05:07:00,0244983545,0552361242,3.1,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.03,Peer to Peer Transfer,2024-01-02,5,Tuesday,1,1,False,Micro (<50),False,,False,3.13
TXN00009838,2024-01-07 19:57:00,0244984118,0556228883,20.0,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.17,Merchant Bill Payment,2024-01-07,19,Sunday,1,1,True,Micro (<50),False,,False,20.17
TXN00001645,2024-01-02 03:24:00,0244984620,0559547886,14.21,GHS,WDR,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.11,Withdrawal,2024-01-02,3,Tuesday,1,1,False,Micro (<50),False,,False,14.32
TXN00003398,2024-01-03 08:37:00,0244986534,0555320842,175.63,GHS,P2P,AIRTELTIGO,SUCCESS,WESTERN,2.47,Peer to Peer Transfer,2024-01-03,8,Wednesday,1,1,False,Small (50-200),False,,False,178.1
TXN00001317,2024-01-01 21:56:00,0244986934,0553035965,30.5,GHS,INTL,VODAFONE,SUCCESS,ASHANTI,0.44,International Transfer,2024-01-01,21,Monday,1,1,False,Micro (<50),False,,False,30.94
TXN00005797,2024-01-05 00:36:00,0244987913,0551272811,18.93,GHS,DEP,MTN,SUCCESS,NORTHERN,0.22,Deposit,2024-01-05,0,Friday,1,1,False,Micro (<50),False,,False,19.15
TXN00000984,2024-01-01 16:23:00,0244989447,0556722570,18.49,GHS,DEP,VODAFONE,SUCCESS,GREATER ACCRA,0.27,Deposit,2024-01-01,16,Monday,1,1,False,Micro (<50),False,,False,18.76
TXN00001118,2024-01-01 18:37:00,0244990361,0556770326,3084.23,GHS,P2P,VODAFONE,REVERSED,ASHANTI,21.3,Peer to Peer Transfer,2024-01-01,18,Monday,1,1,False,High Value (1k+),True,,False,3105.53
TXN00001764,2024-01-02 05:23:00,0244991536,0550946234,13.19,GHS,P2P,MTN,SUCCESS,WESTERN,0.08,Peer to Peer Transfer,2024-01-02,5,Tuesday,1,1,False,Micro (<50),False,,False,13.27
TXN00004688,2024-01-04 06:07:00,0244991724,0553991723,38.3,GHS,P2P,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.43,Peer to Peer Transfer,2024-01-04,6,Thursday,1,1,False,Micro (<50),False,,False,38.73
TXN00003194,2024-01-03 05:13:00,0244991928,0558140783,28.87,GHS,WDR,VODAFONE,SUCCESS,BRONG-AHAFO,0.35,Withdrawal,2024-01-03,5,Wednesday,1,1,False,Micro (<50),False,,False,29.22
TXN00006141,2024-01-05 06:20:00,0244993756,0556281743,23.14,GHS,DEP,MTN,SUCCESS,ASHANTI,0.22,Deposit,2024-01-05,6,Friday,1,1,False,Micro (<50),False,,False,23.36
TXN00007479,2024-01-06 04:38:00,0244996257,0556057934,3597.41,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,30.4,Peer to Peer Transfer,2024-01-06,4,Saturday,1,1,True,High Value (1k+),True,,False,3627.81
TXN00008209,2024-01-06 16:48:00,0244996364,0559453372,27.97,GHS,MBP,MTN,SUCCESS,ASHANTI,0.31,Merchant Bill Payment,2024-01-06,16,Saturday,1,1,True,Micro (<50),False,,False,28.28
TXN00005945,2024-01-05 03:04:00,0244996414,0556225553,307.61,GHS,WDR,MTN,SUCCESS,ASHANTI,2.09,Withdrawal,2024-01-05,3,Friday,1,1,False,Medium (200-500),False,,False,309.7
TXN00008436,2024-01-06 20:35:00,0245000174,0551561666,1.48,GHS,WDR,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.02,Withdrawal,2024-01-06,20,Saturday,1,1,True,Micro (<50),False,,False,1.5
TXN00002598,2024-01-02 19:17:00,0245002410,0552492032,22.48,GHS,P2P,VODAFONE,SUCCESS,BRONG-AHAFO,0.26,Peer to Peer Transfer,2024-01-02,19,Tuesday,1,1,False,Micro (<50),False,,False,22.74
TXN00002022,2024-01-02 09:41:00,0245008245,0554037075,29.27,GHS,WDR,MTN,SUCCESS,EASTERN,0.33,Withdrawal,2024-01-02,9,Tuesday,1,1,False,Micro (<50),False,,False,29.6
TXN00000430,2024-01-01 07:09:00,0245008324,0554723256,42.05,GHS,MBP,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.6,Merchant Bill Payment,2024-01-01,7,Monday,1,1,False,Micro (<50),False,,False,42.65
TXN00009431,2024-01-07 13:10:00,0245008465,0557364296,314.25,GHS,AIRTIME,MTN,SUCCESS,ASHANTI,2.44,Airtime Top-Up,2024-01-07,13,Sunday,1,1,True,Medium (200-500),False,,False,316.69
TXN00003588,2024-01-03 11:47:00,0245013778,0557030810,506.49,GHS,DEP,MTN,SUCCESS,ASHANTI,4.13,Deposit,2024-01-03,11,Wednesday,1,1,False,Large (500-1k),False,,False,510.62
TXN00000407,2024-01-01 06:46:00,0245014325,0550117611,14.19,GHS,P2P,VODAFONE,SUCCESS,WESTERN,0.13,Peer to Peer Transfer,2024-01-01,6,Monday,1,1,False,Micro (<50),False,,False,14.32
TXN00007679,2024-01-06 07:58:00,0245015135,0556272647,31.7,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,0.44,Peer to Peer Transfer,2024-01-06,7,Saturday,1,1,True,Micro (<50),False,,False,32.14
TXN00007993,2024-01-06 13:12:00,0245016645,0558136910,1.9,GHS,AIRTIME,MTN,SUCCESS,GREATER ACCRA,0.01,Airtime Top-Up,2024-01-06,13,Saturday,1,1,True,Micro (<50),False,,False,1.91
TXN00004349,2024-01-04 00:28:00,0245019492,0552880630,284.61,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,3.07,Peer to Peer Transfer,2024-01-04,0,Thursday,1,1,False,Medium (200-500),False,,False,287.68
TXN00001953,2024-01-02 08:32:00,0245021201,0551754957,3.42,GHS,MBP,MTN,SUCCESS,ASHANTI,0.04,Merchant Bill Payment,2024-01-02,8,Tuesday,1,1,False,Micro (<50),False,,False,3.46
TXN00009395,2024-01-07 12:34:00,0245022183,0555044047,49.8,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.65,Withdrawal,2024-01-07,12,Sunday,1,1,True,Micro (<50),False,,False,50.45
TXN00005064,2024-01-04 12:23:00,0245023544,0559771969,12.75,GHS,DEP,VODAFONE,SUCCESS,BRONG-AHAFO,0.12,Deposit,2024-01-04,12,Thursday,1,1,False,Micro (<50),False,,False,12.87
TXN00002380,2024-01-02 15:39:00,0245024946,0559282086,679.66,GHS,DEP,MTN,SUCCESS,EASTERN,6.7,Deposit,2024-01-02,15,Tuesday,1,1,False,Large (500-1k),False,,False,686.36
TXN00004733,2024-01-04 06:52:00,0245025485,0557009613,276.39,GHS,P2P,VODAFONE,FAILED,GREATER ACCRA,2.38,Peer to Peer Transfer,2024-01-04,6,Thursday,1,1,False,Medium (200-500),False,,False,278.77
TXN00003714,2024-01-03 13:53:00,0245026012,0554237967,186.13,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,1.33,Peer to Peer Transfer,2024-01-03,13,Wednesday,1,1,False,Small (50-200),False,,False,187.46
TXN00002110,2024-01-02 11:09:00,0245027209,0550226050,181.39,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,1.12,Withdrawal,2024-01-02,11,Tuesday,1,1,False,Small (50-200),False,,False,182.51
TXN00005853,2024-01-05 01:32:00,0245027317,0550815433,469.32,GHS,AIRTIME,MTN,SUCCESS,WESTERN,6.86,Airtime Top-Up,2024-01-05,1,Friday,1,1,False,Medium (200-500),False,,False,476.18
TXN00006113,2024-01-05 05:52:00,0245027729,0553547954,339.87,GHS,WDR,MTN,SUCCESS,NORTHERN,2.49,Withdrawal,2024-01-05,5,Friday,1,1,False,Medium (200-500),False,,False,342.36
TXN00000262,2024-01-01 04:21:00,0245027995,0551825635,3992.92,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,25.51,Peer to Peer Transfer,2024-01-01,4,Monday,1,1,False,High Value (1k+),True,,False,4018.43
TXN00003031,2024-01-03 02:30:00,0245029618,0557302765,15.94,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.11,Merchant Bill Payment,2024-01-03,2,Wednesday,1,1,False,Micro (<50),False,,False,16.05
TXN00006030,2024-01-05 04:29:00,0245030049,0556054328,43.91,GHS,P2P,MTN,SUCCESS,ASHANTI,0.66,Peer to Peer Transfer,2024-01-05,4,Friday,1,1,False,Micro (<50),False,,False,44.57
TXN00003245,2024-01-03 06:04:00,0245030055,0558542265,182.9,GHS,AIRTIME,MTN,SUCCESS,GREATER ACCRA,1.21,Airtime Top-Up,2024-01-03,6,Wednesday,1,1,False,Small (50-200),False,,False,184.11
TXN00002223,2024-01-02 13:02:00,0245030211,0555738713,10.6,GHS,P2P,MTN,SUCCESS,WESTERN,0.07,Peer to Peer Transfer,2024-01-02,13,Tuesday,1,1,False,Micro (<50),False,,False,10.67
TXN00003059,2024-01-03 02:58:00,0245030295,0557492203,41.22,GHS,P2P,MTN,SUCCESS,ASHANTI,0.6,Peer to Peer Transfer,2024-01-03,2,Wednesday,1,1,False,Micro (<50),False,,False,41.82
TXN00000765,2024-01-01 12:44:00,0245030309,0553989161,39.97,GHS,P2P,MTN,SUCCESS,WESTERN,0.22,Peer to Peer Transfer,2024-01-01,12,Monday,1,1,False,Micro (<50),False,,False,40.19
TXN00000111,2024-01-01 01:50:00,0245030665,0550999300,13.88,GHS,AIRTIME,MTN,FAILED,GREATER ACCRA,0.2,Airtime Top-Up,2024-01-01,1,Monday,1,1,False,Micro (<50),False,,False,14.08
TXN00007198,2024-01-05 23:57:00,0245031908,0557606746,409.1,GHS,WDR,VODAFONE,SUCCESS,ASHANTI,3.91,Withdrawal,2024-01-05,23,Friday,1,1,False,Medium (200-500),False,,False,413.01
TXN00003534,2024-01-03 10:53:00,0245031960,0556877304,15.84,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.11,Peer to Peer Transfer,2024-01-03,10,Wednesday,1,1,False,Micro (<50),False,,False,15.95
TXN00009351,2024-01-07 11:50:00,0245031969,0554658412,2.5,GHS,P2P,MTN,SUCCESS,WESTERN,0.03,Peer to Peer Transfer,2024-01-07,11,Sunday,1,1,True,Micro (<50),False,,False,2.53
TXN00007920,2024-01-06 11:59:00,0245033543,0553619557,44.22,GHS,WDR,MTN,SUCCESS,BRONG-AHAFO,0.38,Withdrawal,2024-01-06,11,Saturday,1,1,True,Micro (<50),False,,False,44.6
TXN00009734,2024-01-07 18:13:00,0245034163,0551439067,388.02,GHS,WDR,VODAFONE,SUCCESS,GREATER ACCRA,2.17,Withdrawal,2024-01-07,18,Sunday,1,1,True,Medium (200-500),False,,False,390.19
